NAMA,HARGA,LOKASI,LUAS_TANAH,LUAS_BANGUNAN,KAMAR_TIDUR,KAMAR_MANDI,SERTIFIKAT,DAYA_LISTRIK,GARASI,JUMLAH_LANTAI,DESKRIPSI,HARGA_NUMERIC,LUAS_TANAH_NUMERIC,LUAS_BANGUNAN_NUMERIC,KAMAR_TIDUR_NUMERIC,KAMAR_MANDI_NUMERIC
Dijual Rumah 1 Lantai Baru Luas 75 M² 2 Kamar Tidur Harga Menarik Avanya Cluster Patragriya Podomoro Park. Bandung,Rp 1 Miliar,"Podomoro Park Bandung, Bandung",70 m²,31 m²,2.0,1.0,SHM,1300 Watt,,1.0,"Hunian Modern pada kawasan hijau. Lokasi perumahan elit di Bandung. Dengan konsep Millennial Home. Berasa Refreshing setiap hari seperti berlibur di resort. Komplek di proteksi security dan CCTV yang beroperasi 24 Jam  Memiliki Fasad yang berbeda - beda Konsep baru dari Podomoro Park  Lokasi cluster strategis : dekat ke gate danau/ sunset poin   Podomoro Park Cocok dijadikan aset investasi. Dapat memberikan keuntungan dalam investment yield.  Harga Perdana diskon special dan Free IPL selama 2 th   Fasilitas Rumah :  - Club House  - Swimming Pool - Jogging Track )  - Lapangan Basket  - Area Bermain - Taman Hijau - Gym - Masjid    Fasilitas Premium :  - Mall Living Plaza - Private Club House - Primaya Hospital - Restoran - ATM Center - Cozy Lounge - Private Bowling  - Mini Golf   Akses :  - 120 meter dari SDN Lengkong - 500 meter dari Oetomo Hospital - 600 meter dari Telkom University  - Sekolah Al Azhar ( In Site ) - Primaya Hospital ( In site ) - Mall Living Plaza ( In Site ) - 1,7 KM dari Gerbang Tol Buah Batu  - 4 KM dari SMP Telkom - 8,4 KM dari Stasiun Kiaracondong   Hubungi :  Elsa : 0821xxxxxxxx",1000000000.0,70.0,31.0,2.0,1.0
Dijual Rumah Baru 2 Lantai Siap Huni Lokasi Strategis di Sayap Buah Batu Bandung,"Rp 2,2 Miliar","Buah Batu, Bandung",102 m²,170 m²,4.0,4.0,SHM,2200 Watt,,1.0,Dijual rumah baru sayap Buah batu 2 lantai . LT 102/LB 170 m. KT 4 / Km 4 . Air summersible . LM 5 x 20  Hadap Selatan . Harga Rp 2.2 M nego tipis. Sewa Rp 100 juta/thn   YOL,22000000000.0,102.0,170.0,4.0,4.0
Rumah di Kopo Permai,Rp 675 Juta,"Kopo Permai, Bandung",128 m²,100 m²,2.0,1.0,SHM,1300 Watt,,1.0,FOR SALE Rumah di KOPO PERMAI  LT 128 m² LB 100 m² LM 10 m Panjang 12.8 m Bentuk tanah kotak KT 2 KM 1 Carport 1 mobil Hadap Utara Air Submersible Listrik 1.300 W 1 lantai Ada paviliun (+1 KM) SHM  Harga Awal : 800 jt Harga Sekarang : 675Jt  More Info : Rouse - KAP Capital KBP 0822xxxxxxxxCHA),675000000.0,128.0,100.0,2.0,1.0
Dijual Rumah Baru 3 Lantai Siap Huni Lokasi di Sayap Turangga Bandung,"Rp 2,2 Miliar","Turangga, Bandung",107 m²,220 m²,5.0,4.0,SHM,2200 Watt,,3.0,"Dijual rumah baru  sayap Turangga .  lt107/220 3 lantai  5 ktdr 4 kmd   carport 2mobil. air summersible. pln 2200w shm . Ada balkonnya besar. Rp 2,2 M nego. Harga sewa Rp 100 juta /thn nego .  YOL",22000000000.0,107.0,220.0,5.0,4.0
"Dijual Rumah 3 Lantai Shm Luas 200 M², 4 + 1 Kamar Tidur Bisa Dijadikan Workshop, Klinik, Salon Dan Usaha Lainnya, Antapani Bandung","Rp 2,7 Miliar","Antapani, Bandung",130 m²,200 m²,4.0,3.0,SHM,3500 Watt,,3.0,"Jual Cepat Rumah kondisi bagus & bersih, lingkungan nyaman. Bisa dijadikan workshop, klinik, salon dan usaha lainnya. Area komersil dekat sekolahan dan pusat kuliner  Spesifikasi :   LT : 130 m² LB : 200 m² KT : 4 + 1 KM : 3  Carport : 2 Mobil Dapur : ada Taman : ada R. Tamu : ada R. Keluarga : ada Gudang : ada Dapur Bersih : ada Dapur Kotor : ada Listrik : 3500 Watt Air : Arthesis  Include : 2 Unit AC 2 Water Heater Kitchen Set ( Dapur Bersih & Dapur Kotor )  Harga : 2.7M ( Nego )  Akses :   - 500 meter dari SMPN 45 Bandung - 500 meter dari Toserba Griya Antapani  - 500 meter dari Sekolah Muhammadiyah 8 - 900 meter dari SPBU Pertamina  - 900 meter dari English Course EF - 1 KM dari Klinik Utama Medika - 1.1 KM dari Terminal Antapani  - 1.6 KM dari SMAN 23 Bandung - 1.7 KM dari RSIA Graha Bunda  - 2 KM dari Kiara Artha Park  - 2.4 KM dari Ars University  - 2.5 KM dari Sport Jabar Arcamanik   Hubungi : Elsa : 0821xxxxxxxx",27000000000.0,130.0,200.0,4.0,3.0
Dijual Rumah Nyaman Siap Huni Lokasi Strategis di Setra Duta Bandung,Rp 3 Miliar,"Setra Duta, Bandung",152 m²,250 m²,3.0,2.0,SHM,3300 Watt,2.0,1.0,Dijual Rumah Nyaman Siap Huni Setra Duta  SHM Luas Tanah: 152 m² Luas Bangunan: 250 m² Kamar Tidur: 3+2 Kamar Mandi: 2+1 Listrik: 3300 Garasi: 2 Carport:1 Hadap: Utara  Harga: 3 M ( Nego)  KEN / VEN,3000000000.0,152.0,250.0,3.0,2.0
Dijual Rumah Baru 3 Lantai Siap Huni Lokasi di Sayap Turangga Bandung,"Rp 2,2 Miliar","Turangga, Bandung",107 m²,220 m²,5.0,4.0,SHM,2200 Watt,,3.0,"Dijual rumah baru  sayap Turangga .  lt107/220 3 lantai  5 ktdr 4 kmd   carport 2mobil. air summersible. pln 2200w shm . Ada balkonnya besar. Rp 2,2 M nego. Harga sewa Rp 100 juta /thn nego .  YOL",22000000000.0,107.0,220.0,5.0,4.0
Dijual Rumah Modern Siap Huni Minimalis Lokasi Strategis di Sukahaji Bandung,"Rp 2,8 Miliar","Sukahaji, Bandung",106 m²,190 m²,3.0,3.0,SHM,2200 Watt,,2.0,"DIJUAL Rumah Modern Siap Huni di Sukahaji Bandung  Spesifikasi Legalitas SHM 2 Lantai Luas Tanah 106 m² Luas Bangunan 190 m² Kamar Tidur 3 + 1 Kamar Mandi 3 + 1 Air Sumur Bor Listrik 2200 watt  Carport 2 mobil  Taman depan + belakang Hadap Timur  Harga :  2,8 M (nego)  David",28000000000.0,106.0,190.0,3.0,3.0
"Dijual Rumah Baru 2 Lantai Luas 111m2, 3 Kamar Tidur Siap Huni, Keamanan 24 Jam One Gate Security System, Hanya 700 M Menuju Sport Jabar, Arcamanik Bandung Timur","Rp 1,7 Miliar","Arcamanik, Bandung",111 m²,110 m²,3.0,2.0,Lainnya,1300 Watt,,2.0,"Lokasi Strategis Rumah 2 Lantai berlokasi di Arcamanik, Bandung Timur  Lokasi Strategis   Spesifikasi unit :  Sertifikat SHM Luas Bangunan 110m2 | Luas Tanah 111m2 Furnsihed 3 Kamar Tidur 2 Kamar Mandi Carpot 1 Mobil Ruang Tamu Ruang Keluarga Teras Taman Dapur + Kitchen Set Listrik 1300Watt Air PDAM  Harga Jual : 1,7 M ( Nego )  Akses :  - 70 m dari Hotel Danau Indah - 1,2 KM dari Graha Kalimas 2 - 1,7 KM dari Mitra Keluarga Grand Wisata - 1,9 KM dari Pasar Tradisional Grand Wisata - 2,4 KM dari RS. Hermina Grand Wisata - 2,7 KM dari Gerbang Tol Tambun Grand Wisata Bekasi - 4,8 KM dari Gerbang Tol Cibitung  Hubungi :  Elsa : 0821xxxxxxxx",17000000000.0,111.0,110.0,3.0,2.0
Jual Murah Hrg Dibawah Developer Rumah Baru Podomoro Edelweis,"Rp 2,5 Miliar","Podomoro Park Bandung, Bandung",126 m²,127 m²,3.0,3.0,SHM,Lainnya,,2.0,Dijual Rumah Baru Fashagriya Eka Podomoro Bandung  2lantai SHM Tipe Edelweis Luas Tanah : 7m x 18m (126m²) Luas Bangunan : 127m²  Lebar Muka : 7m Kamar Tidur : 3 Kamar Mandi : 3 Listrik : 3500VA Air : artesis Hadap Mana : *Selatan* Carport  : 2  Unfurnished : _Unfurnished Brand New_  Harga : 2.500.000.xxx (_dibawah Harga Developer_)   Asa - SAP,25000000000.0,126.0,127.0,3.0,3.0
"Di Jual Rumah 1,5 Lantai Posisi Hook, Luas 143m2, 3+1 Kamar Tidur Siap Huni, Keamanan 24 Jam, Dalam Komplek, Dekat Sekolah Mutiara Bunda, Sekolah Cendekia Muda, Sport Jabar, Arcamanik Bandung","Rp 1,2 Miliar","Arcamanik, Bandung",143 m²,130 m²,3.0,3.0,Lainnya,2200 Watt,,1.0,"Siap huni, Strategis Rumah 1,5 Lantai berlokasi di Arcamanik Bandung  Spesifikasi unit : Sertifikat SHM Luas Bangunan 130m2 | Luas Tanah 143m2 Furnished 3+1 Kamar Tidur 3 Kamar Mandi Carpot 1 Mobil Water Heater Listrik 2200 Watt Air Tanah  Akses : - Toserba Griya - Sport Jabar Arcamanik - Sekolah Mutiara Bunda - English Course YES - Sekolah Cendekia Muda - Terminal Antapani - RSU Hermina Arcamanik - RM. Ampera - Sekolah Bintang Madani - SMPN 17 Bandung  Hubungi :  Elsa  0821xxxxxxxx",12000000000.0,143.0,130.0,3.0,3.0
Dijual / Disewakan Rumah KBP Kota Baru Parahyangan Jingganagara,"Rp 3,5 Miliar","Kota Baru Parahyangan, Bandung",144 m²,180 m²,3.0,3.0,SHM,Lainnya,,2.0,"DIJUAL & DISEWAKAN Rumah KBP  Jingganagara LT 144 LB -/+180 KT 3+1 KM 3+1 SHM *Fully Furnished *2 Kamar Tidur luas, ada Kamar Mandi dalam  JUAL : 3,5M SEWA : 125jt/thn min 2thn   MGV",35000000000.0,144.0,180.0,3.0,3.0
Dijual Rumah Minimalis Dalam Cluster Bandung City View Pasir Impun,Rp 750 Juta,"Mandalajati, Bandung",91 m²,50 m²,2.0,1.0,SHM,2200 Watt,,1.0,"Turun Harga ! Dijual rumah minimalis di perumahan elit Bandung City View Pasir Impun  Luas Tanah 91 m2  lebar muka 7 m Panjang 13 m Luas Bangunan 50 m2 2 Kamar Tidur. 1 Kamar Mandi. Carport sudah ada kanopi, cukup untuk mobil dan motor. Listrik 1.300W. Bangunan menghadap ke Barat. Sertifikat Hak Milik (SHM). Izin Mendirikan Bangunan (IMB) ada. Bangunan baru jadi pada akhir tahun 2017  Row depan rumah lebar 9 meter, ga terlalu ganggu orang kalau parkir di depan rumah, jalan depan rumah sudah dipasang paving block.  Air menggunakan sumber dari pegunungan langsung, sangat jernih dan tidak berasa/ berbau. Sudah tersedia toren untuk cadangan penyimpanan air bersih. Udara sekitar masih sejuk.   CCTV ada di beberapa titik. Terdapat fasilitas umum seperti mesjid, taman bermain, jogging track, hydran.  Listrik di perumahan underground, lebih rapih dan lebih aman, tidak ada tiang dan kabel listrik yg berantakan.  Spek bangunan: Bata merah kelas 1 Pondasi batu kali  Lantai granit 60x60 Rangka atap baja ringan, genteng beton Plafond gypsum Closet duduk toto, di kamar mandi sudah terpasang jalur water heater, tinggal pasang water heater tidak perlu bongkar2 lagi. Kamar mandi ada ventilasi besar ke luar sehingga tidak pengap. Sudah ada meja dapur dengan top table granit, sudah terpasang kompor tanam rinnai. Masih ada tanah sisa di belakang.  Harga 800 jt Turun Harga 750 jt HSB",750000000.0,91.0,50.0,2.0,1.0
"Dijual Rumah+kos-kosan Aktif 1 Lantai Luas 393m2, 3+6 Kamar Tidur, 2km Dari Mall Festival City Link, Pintu Tol Kopo. Kopo Bandung","Rp 3,1 Miliar","Kopo, Bandung",393 m²,300 m²,9.0,3.0,SHM,2200 Watt,,2.0,"Lokasi Strategis, Siap Huni, Keamanan 24 Jam Rumah 1 Lantai berlokasi di Kopo Bandung  Lokasi Strategis, Siap Huni, Keamanan 24 Jam  Spesifikasi unit :  Sertifikat SHM Luas Bangunan 300m2 | Luas Tanah 393m2 Unfurnished 3+9 Kamar Tidur 3 Kamar Mandi Carpot 5 Mobil Ruang Tamu Ruang Keluarga Teras Taman Dapur Listrik 2200Watt Air PAM  Akses :  - 900m dari RS Immanuel Bandung - 900m dari Grand Pasundan Convention Hotel - 700m dari SPBU Pertamina - 1,1 KM dari Tegallega Park - 1,9 KM dari Alun-alun Bandung - 2KM dari Mall Festival City Link - 2KM dari Terminal Leuwi Panjang - 3KM dari Pintu Tol Kopo  Hubungi : Elsa  0821xxxxxxxx",31000000000.0,393.0,300.0,9.0,3.0
Dijual Rumah Semi Furnished Komplek Royal View Pesona Mediterania Ciwaruga Bandung Barat,"Rp 1,3 Miliar","Ciwaruga, Bandung",179 m²,65 m²,2.0,1.0,SHM,Lainnya,,1.0,"Dijual Rumah Semi Furnished komplek Royal view pesona Mediterania ciwaruga Bandung barat   Luas tanah 179 Luas bangunan 65 Kamar tidur 2 Kamar mandi 1 Listrik 1300watt Carport 2Mobil Air artesis komplek PDAM  SHM Akses jalan 2Mobil luas Halaman depan & belakang  Suasana sejuk   Harga 1,3M nego",13000000000.0,179.0,65.0,2.0,1.0
Rumah Dalam Komplek Mitra Antapani Residence Kota Bandung !,"Rp 1,6 Miliar","Antapani, Bandung",120 m²,220 m²,3.0,2.0,SHM,2200 Watt,,2.0,"RUMAH DALAM KOMPLEK ANTAPANI RESIDENCE KOTA BANDUNG !  - SHM - ⁠Luas Tanah 120 M² - ⁠Luas Bangunan 220 M2 - Garasi 2 mobil plus 1 motor - Rumah Tumbuh di Teras Atas (Siap Tambah Ruang) - Udara Sejuk Jauh dari Bising - Dekat Griya Superindo Borma Antapani - Dekat Pusat Kuliner & Gazmin (Lapangan Olahraga) - Listrik 2200 - Cctv Rumah, 1 AC, 2 Water Heater - One gate, full Cctv - Hadap Utara, udara sejuk - 3 KT + 1 dan 2 KM + 1 - 2 Gudang Penyimpanan - Torn 1+1 Stainles = 2000 Liter - Air Pam & Artesis - Jalan Depan Lebar - Ramah untuk Anak  Harga 1,691,69 M HSB",16000000000.0,120.0,220.0,3.0,2.0
Dijual Rumah Cantik Di Taman Kopo Indah V Semifurnish,"Rp 1,9 Miliar","Taman Kopo Indah, Bandung",126 m²,126 m²,2.0,1.0,SHM,2200 Watt,,2.0,"*DIJUAL*  *Rumah di TKI V Cluster Springville*   *JARANG ADA, Lokasi di Pojok hadap Timur, samping taman*  - *1,5 Lantai* - Lt. 7 x 18 = 126 m2 - Lb. = 126 m2 (FULL BANGUNAN)  - 2 Kamar Tidur (1 Master Bedroom + Kamar Mandi Dalam) - 1 Kamar Mandi Luar - Ruang Keluarga luas - Extra gudang  - Kitchen Set, Wardrobe - AC 3 unit - Water heater 2 unit (GAS)  - Air Submersible - Listrik 5.500 watt - SHM (On Hand)  *Harga 1,9 Milyar - Nego*   Asa - SAP",19000000000.0,126.0,126.0,2.0,1.0
11 M ke 6.5 M Rumah Jl Cikutra Neglasari Bandung Harga Dibawah Pasar,"Rp 6,5 Miliar","Cibeunying, Bandung",808 m²,520 m²,7.0,5.0,SHM,Lainnya,,2.0,"Dijual Murah Melalui Proses Lelang Negara (Cash Only)  Rumah di Jl Cikutra, Neglasari, Cibeunying Kaler, Kota Bandung Lt : 808m² SHM 2 Lantai Hadap Timur Laut Harga Pasaran 11 M+  Harga Termasuk (Fee agent, Taktis/Bidding Pemenangan Lelang & Balik Nama Sertifikat)   Biaya Tanggung Pembeli BPHTB 5%, Bea Lelang 2%, PPN 1.1%-1.2% Kerohiman/Pengosongan aset Tunggakan PBB & IPL (jika ada)",65000000000.0,808.0,520.0,7.0,5.0
Dijual Rumah Siap Huni Nuansa Vintage di Jl Cilaki Kota Bandung,Rp 14 Miliar,"Bandung Wetan, Bandung",433 m²,150 m²,3.0,3.0,SHM,Lainnya,,1.0,Spek :  Lt : 433 M2 Lb : 150 M2 Sertifikat : SHM listrik : 1300 Watt Air : PAM KT : 3 KM :3 Lantai : 1  #  JD  #,14000000000.0,433.0,150.0,3.0,3.0
Rumah Dijual di Adipura Bandung Lokasi Strategis,"Rp 2,4 Miliar","Gede Bage, Bandung",238 m²,400 m²,5.0,4.0,SHM,2200 Watt,1.0,2.0,"Jual Rumah Murah Lokasi Strategis di Adipura  Harga Rp 2,4M (Nego)  Detail Jumlah Lantai: 2 Luas Tanah: 238 m Luas Bangunan:  ±400 m Kamar Tidur : 5 Kamar Mandi : sharing 3, dlm kamar 1 Sumber Air : Jet Pump (Feb pasang PDAM) Listrik : 2.200 watt Sertifikat : SHM IMB :  Ada Hadap : Selatan Lebar Muka : 18m Bangunan Tahun : 2016  Fasilitas : Ruang tamu Ruang Keluarga Ruang makan Mushola Dapur Taman depan dan samping Carport Mobil Garasi samping AC Bathup Water Heather  Selling Point : Lokasi Strategis  Hook Dekat Akses Tol Summarecon Dekat Akses Ke Mall Summarecon Bandung 	 Dekat Akses Ke Masjid Raya Al Jabar Dekat Terminal KCIC Tegalluar Dekat RS Al Islam Dekat RS Borromeus Summarecon  Lingkungan Asri Bebas Banjir   VGR",24000000000.0,238.0,400.0,5.0,4.0
Rumah Dalam Komplek Strategis Hook Lokasi di Cijerah Bandung,Rp 2 Miliar,"Cijerah, Bandung",213 m²,97 m²,3.0,2.0,SHM,Lainnya,,1.0,"Rumah 1 lantai di Cijerah, Bandung.  For sale rumah di wilayah yang tenang dengan pemandangan Dekat Kawasan Bisnis & Industri. Properti 1 lantai ini berada di lingkungan Dekat Kawasan Bisnis & Industri.  Rinciannya adalah sebagai berikut:    - Kamar Tidur: 3   - Kamar Mandi: 2   - Sertifikat: SHM - Sertifikat Hak Milik  Tentunya properti ini layak untuk anda dapatkan karena:    - Dekat Kawasan Bisnis & Industri.   - Properti Bisa Nego.   - Akses Jalan Muat 2 Mobil.   - Lokasi Strategis.  Lokasi rumah berikut strategis, hanya selangkah menuju berbagai fasilitas utama dan menarik.  Dengan Rp. 2.000.000.xxx, anda dapat langsung dapatkan rumah eksklusif di daerah Cijerah ini.",2000000000.0,213.0,97.0,3.0,2.0
Rumah Nyaman untuk Pulang Kota Baru Parahyangan,"Rp 1,8 Miliar","Kota Baru Parahyangan, Bandung",90 m²,70 m²,2.0,1.0,SHM,3500 Watt,,1.0,"Rumah bergaya minimalist modern di Kota Baru Parahyangan.  Cek segera rumah 1 lantai yang asri ini,  dijual dengan pemandangan indah yang menambah nilai estetika di lingkungan hunian. Rumah ini berada di area strategis serta menawarkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian nyaman.  Spesifikasi Utama Properti:    - Kamar Tidur: 2   - Kamar Mandi: 1   - Sertifikat: SHM - Sertifikat Hak Milik   - Daya Listrik: 3500 W   - Arah Bangunan: Menghadap Utara   - Kondisi Perabotan: Semi Furnished  Dilengkapi dengan:    - Kitchen Set.   - Wastafel.   - Pemanas Air.   - Kompor.   - Masjid.   - Taman.   - CCTV.   - Tempat Laundry.   - One Gate System.   - Kolam Renang.   - Akses Parkir.   - Keamanan 24 jam.   - Taman.   - Taman.   - Lapangan Tenis.   - Lapangan Bulutangkis.   - Tempat Gym.   - Lapangan Voli.   - Lapangan Basket.   - Lapangan Bola.  Fitur unggulan:    - Bisa KPR.   - Siap Huni.   - Bebas Banjir.   - Dekat Akses KRL.   - Dekat Akses Bus Kota.   - Dekat Pusat Perbelanjaan.   - Dekat Akses Bandara.   - Dekat Sekolah Internasional.   - Dekat Sekolah Negeri.   - Dekat Universitas.   - Dekat Fasilitas Kesehatan.   - Dekat Tempat Wisata.   - Dekat Tempat Ibadah.   - Dekat Taman Kota.   - Dekat Landmark.   - Dekat Akses Tol.   - Lokasi di Pusat Kota.   - Dekat Kawasan Bisnis & Industri.   - Adem & Sejuk.   - Lingkungan Tenang dan Damai.   - Pemandangan Gunung.   - Pemandangan Alam.   - Cocok Untuk Investasi.   - Cocok Untuk Dijual Kembali.   - Aset Kepemilikan Pribadi (Tangan Pertama).   - Properti Bisa Nego.   - Akses Jalan Muat 2 Mobil.   - Lokasi Strategis.   - Lokasi Bebas Banjir.   - One Gate System.   - Bisa KPR.   - Properti Eksklusif.  Berlokasi di Kota Baru Parahyangan, rumah ini memberikan kemudahan akses ke berbagai fasilitas menarik.  Dengan harga Rp. 1.870.000.xxx, anda bisa memiliki hunian eksklusif yang sudah siap huni dan bersertifikat SHM - Sertifikat Hak Milik. Ambil kesempatan untuk menikmati investasi di kawasan Kota Baru Parahyangan yang nyaman ini!  Hubungi segera untuk informasi lebih lanjut!",18000000000.0,90.0,70.0,2.0,1.0
Dijual Rumah Nyaman Siap Huni Lokasi Strategis di Taman Cibaduyut Indah 1 Bandung,Rp 600 Juta,"Cibaduyut, Bandung",80 m²,55 m²,2.0,1.0,SHM,900 Watt,,1.0,Dijual Rumah bangunan 1 lantai di TCI  SHM Luas tanah: 80 m² Luas bangunan: 55 m² 1 lantai Listrik 900 watt Sumber air jetpump Kamar tidur 2 Kamar mandi 1 Hadap Timur Carport 1  Harga 600 jt nego  Agung,600000000.0,80.0,55.0,2.0,1.0
"Dijual Rumah 2,5 Lantai Sayap Pasteur Semi Furnish Hunian Nyaman dan Siap Huni Lokasi Strategis dan Akses Mudah",Rp 10 Miliar,"Pasteur, Bandung",372 m²,500 m²,6.0,7.0,SHM,3500 Watt,1.0,2.0,"*DIJUAL RUMAH 2,5 lantai* Sayap Pasteur Semi Furnish  SHM LT : 372 m² LB : 500 m² Hadap : Selatan. KT : 6 + 2 KM : 7 Garasi : 1 mobil Carport : 1 mobil Listrik : 3400 watt Air : sible Garasi : 1 mobil Carport : 1 mobil  *Harga : 10 M nego*  MEY-RIN",10000000000.0,372.0,500.0,6.0,7.0
Rumah Baru 2 Lantai Taman Sakura Soekarno Hatta Bandung,"Rp 2,2 Miliar","Soekarno Hatta, Bandung",105 m²,130 m²,3.0,2.0,Lainnya,Lainnya,,2.0,"Dijual rumah baru 2 lantai di kawasan Taman Sakura - Soekarno Hatta Bandung. Lokasi berada di koridor utama kota dengan akses cepat ke berbagai area penting, cocok untuk hunian keluarga maupun investasi properti di area berkembang.  Rumah tampil dengan desain modern, fasad rapi, dan konsep ruang yang nyaman dengan pencahayaan alami baik. Tata ruang fungsional membuat area keluarga terasa lega dan mudah ditata. Tersedia pilihan tipe unit sehingga bisa disesuaikan dengan kebutuhan penghuni. Keunggulan utama properti ini ada pada lokasinya yang berada di jalur Soekarno Hatta - memudahkan mobilitas ke pusat kota, area komersial, sekolah, dan fasilitas umum.  [b]Spesifikasi Properti:[/b] [ml][ul][li indent=0 align=left]Rumah Baru[/li][li indent=0 align=left]2 Lantai[/li][li indent=0 align=left]3 Kamar Tidur[/li][li indent=0 align=left]2 Kamar Mandi[/li][li indent=0 align=left]Carport 2 Mobil[/li][li indent=0 align=left]Desain Modern[/li][li indent=0 align=left]Area Hunian Tertata[/li][/ul][/ml][b]Pilihan Tipe Unit:[/b] [ml][ul][li indent=0 align=left]Tipe 8 x 13,5[/li][ul data=1][li indent=1 align=left]Luas Tanah ±108 m²[/li][li indent=1 align=left]Luas Bangunan ±150 m²[/li][/ul][li indent=0 align=left]Tipe 8 x 13[/li][ul data=1][li indent=1 align=left]Luas Tanah ±105 m²[/li][li indent=1 align=left]Luas Bangunan ±130 m²[/li][/ul][/ul][/ml][b]Keunggulan Lokasi:[/b] [ml][ul][li indent=0 align=left]Kawasan Taman Sakura Soekarno Hatta Bandung[/li][li indent=0 align=left]Dekat akses jalan utama Soekarno Hatta[/li][li indent=0 align=left]Akses cepat ke pusat kota Bandung[/li][li indent=0 align=left]Dekat area komersial & fasilitas harian[/li][li indent=0 align=left]Cocok untuk hunian maupun investasi sewa[/li][/ul][/ml] [b]Harga:[/b]  Rp 2,2 M - Rp 2,4 M  More details, Vivi Tan Discovery property Telp/Whatsapp 0812200xxxx",22000000000.0,105.0,130.0,3.0,2.0
Jual Rumah Mewah Lux Fullfurnish Terawat Di Cingised Antapani,"Rp 3,2 Miliar","Antapani, Bandung",137 m²,280 m²,4.0,3.0,SHM,Lainnya,,2.0,"Jual Rumah Lux mewah fullfurnish  terawat di Cingised Antapani  Lokasi : Onegate, security 24 jam, aman bebas banjir  2lantai SHM IMB LT 137 m LB 280 m Lebar muka 11m Hadap Utara 3+1 kamar tidur  2+1 kamar mandi  1 kolam renang ukuran 2x5  dapur (kitchen set)  Carpot 3 mobil dijual full furnish (interior)   Jual cepat :3.2M - nego sampai deal   Asa - SAP",32000000000.0,137.0,280.0,4.0,3.0
DIJUAL RUMAH ASRI CANTIK SIAP HUNI DI ANTAPANI TENGAH,Rp 750 Juta,"Antapani, Bandung",90 m²,100 m²,4.0,3.0,SHM,2200 Watt,,2.0,"Dijual Rumah Cantik Asri  siap huni di Antapani Tengah  Lokasi : Jln Cibatu, akses 2 mobil  Specs : Minimalis 2lantai LT 90 m² LB 100 m² Lbr muka 6m SHM Hadap Selatan Kmr tdr 5 Kmr mnd 3 Air Sibel Listrik 2200 watt Carpot 1 mobil Taman  *Jual Cepat Murah : 750jt - Nego*   ASA",750000000.0,90.0,100.0,4.0,3.0
Dijual Fullfurnish Rumah Minimalis Bagus di Taman Rahayu Bandung,Rp 980 Juta,"Kopo, Bandung",96 m²,168 m²,4.0,2.0,SHM,Lainnya,,2.0,"Dijual fullfurnish rumah minimalis bagus di Taman Rahayu Bandung  Lokasi : Hook, akses 2 mobil  2lantai SHM LT 96 m LB 168 m Lebar muka 7m Hadap barat 4 kamar tidur 2 kamar mandi Air sibel Listrik 2200 watt  Berikut furnish : - sopa 2 set, 1 set meja makan, 2 lomari besar pakaian, 1 bupet ruang tamu, 5 bupet pakaian, 1 set kichenshet Carpot Taman  Harga Jual : 980juta - nego   Asa - SAP",980000000.0,96.0,168.0,4.0,2.0
Rumah Luas Shm Di Sayap Suryani Bandung,"Rp 6,5 Miliar","Bandung Kulon, Bandung",524 m²,400 m²,5.0,3.0,SHM,Lainnya,,1.0,"Rumah 1 lantai di Bandung Kulon, Bandung.  Dijual rumah di wilayah yang tenang dengan pemandangan Lokasi di Pusat Kota. Properti 1 lantai ini berada di lingkungan Lokasi di Pusat Kota.  Kategorinya adalah sebagai berikut:    - Kamar Tidur: 5   - Kamar Mandi: 3   - Sertifikat: SHM - Sertifikat Hak Milik   - Hadap: Timur   - Kondisi Perabotan: Unfurnished  Tentunya properti ini layak untuk anda dapatkan karena:    - Siap Huni.   - Bebas Banjir.   - Lokasi di Pusat Kota.   - Adem & Sejuk.   - Aset Kepemilikan Pribadi (Tangan Pertama).   - Cocok Untuk Investasi.   - Properti Bisa Nego.  Lokasi rumah berikut mudah dijangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik.  Dengan Rp. 6.500.000.xxx, anda dapat langsung dapatkan rumah eksklusif di daerah Bandung Kulon",65000000000.0,524.0,400.0,5.0,3.0
